Device Name,Entity ID,Domain,Area
Taylor Steve’s Bedroom Fan (Wireless) Download Rate,sensor.taylor_steves_bedroom_fan_wireless_download_rate,sensor,Owner's Bedroom
Taylor Steve’s Bedroom Fan (Wireless) Upload Rate,sensor.taylor_steves_bedroom_fan_wireless_upload_rate,sensor,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) IP Address,sensor.taylor_homepod_owners_bedroom_wireless_ip_address,sensor,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Last Active,sensor.taylor_homepod_owners_bedroom_wireless_last_active,sensor,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Signal Strength,sensor.taylor_homepod_owners_bedroom_wireless_signal_strength,sensor,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Download Rate,sensor.taylor_homepod_owners_bedroom_wireless_download_rate,sensor,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Upload Rate,sensor.taylor_homepod_owners_bedroom_wireless_upload_rate,sensor,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) IP Address,sensor.taylor_genevieves_bedroom_fan_wireless_ip_address,sensor,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Last Active,sensor.taylor_genevieves_bedroom_fan_wireless_last_active,sensor,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Signal Strength,sensor.taylor_genevieves_bedroom_fan_wireless_signal_strength,sensor,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Download Rate,sensor.taylor_genevieves_bedroom_fan_wireless_download_rate,sensor,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Upload Rate,sensor.taylor_genevieves_bedroom_fan_wireless_upload_rate,sensor,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) IP Address,sensor.taylor_s505d_owners_bedroom_light_wireless_ip_address,sensor,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Last Active,sensor.taylor_s505d_owners_bedroom_light_wireless_last_active,sensor,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Signal Strength,sensor.taylor_s505d_owners_bedroom_light_wireless_signal_strength,sensor,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Download Rate,sensor.taylor_s505d_owners_bedroom_light_wireless_download_rate,sensor,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Upload Rate,sensor.taylor_s505d_owners_bedroom_light_wireless_upload_rate,sensor,Owner's Bedroom
Taylor Steve’s Bedroom Fan (Wireless) Paused,switch.taylor_steves_bedroom_fan_wireless_paused,switch,Owner's Bedroom
Taylor Steve’s Bedroom Fan (Wireless) Allow Internet Backup,switch.taylor_steves_bedroom_fan_wireless_allow_internet_backup,switch,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Paused,switch.taylor_homepod_owners_bedroom_wireless_paused,switch,Owner's Bedroom
Taylor HomePod - Owner’s Bedroom (Wireless) Allow Internet Backup,switch.taylor_homepod_owners_bedroom_wireless_allow_internet_backup,switch,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Paused,switch.taylor_genevieves_bedroom_fan_wireless_paused,switch,Owner's Bedroom
Taylor Genevieve’s Bedroom Fan (Wireless) Allow Internet Backup,switch.taylor_genevieves_bedroom_fan_wireless_allow_internet_backup,switch,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Paused,switch.taylor_s505d_owners_bedroom_light_wireless_paused,switch,Owner's Bedroom
Taylor S505D - Owner’s Bedroom Light (Wireless) Allow Internet Backup,switch.taylor_s505d_owners_bedroom_light_wireless_allow_internet_backup,switch,Owner's Bedroom
Lighting Ulrich Bedroom Auto Timeout,automation.ulrich_s_bedroom_lighting_automation,automation,Owner's Bedroom
