Device Name,Entity ID,Domain,Area
Taylor S505D - Main Bathroom Light (Wireless) Upload Rate,sensor.taylor_s505d_main_bathroom_light_wireless_upload_rate,sensor,Main Bathroom
Taylor HomePod - Basement Bathroom (Wireless) Paused,switch.taylor_homepod_basement_bathroom_wireless_paused,switch,Main Bathroom
Taylor HomePod - Basement Bathroom (Wireless) Allow Internet Backup,switch.taylor_homepod_basement_bathroom_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505D - Owner’s Bathroom Shower (Wireless) Paused,switch.taylor_s505d_owners_bathroom_shower_wireless_paused,switch,Main Bathroom
Taylor S505D - Owner’s Bathroom Shower (Wireless) Allow Internet Backup,switch.taylor_s505d_owners_bathroom_shower_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505D - Basement Bathroom Light (Wireless) Paused,switch.taylor_s505d_basement_bathroom_light_wireless_paused,switch,Main Bathroom
Taylor S505D - Basement Bathroom Light (Wireless) Allow Internet Backup,switch.taylor_s505d_basement_bathroom_light_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505 - Owner’s Bathroom Fan (Wireless) Paused,switch.taylor_s505_owners_bathroom_fan_wireless_paused,switch,Main Bathroom
Taylor S505 - Owner’s Bathroom Fan (Wireless) Allow Internet Backup,switch.taylor_s505_owners_bathroom_fan_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505 - Basement Bathroom Fan (Wireless) Paused,switch.taylor_s505_basement_bathroom_fan_wireless_paused,switch,Main Bathroom
Taylor S505 - Basement Bathroom Fan (Wireless) Allow Internet Backup,switch.taylor_s505_basement_bathroom_fan_wireless_allow_internet_backup,switch,Main Bathroom
Taylor HomePod - Main Bathroom (Wireless) Paused,switch.taylor_homepod_main_bathroom_wireless_paused,switch,Main Bathroom
Taylor HomePod - Main Bathroom (Wireless) Allow Internet Backup,switch.taylor_homepod_main_bathroom_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505D - Owner’s Bathroom Sink (Wireless) Paused,switch.taylor_s505d_owners_bathroom_sink_wireless_paused,switch,Main Bathroom
Taylor S505D - Owner’s Bathroom Sink (Wireless) Allow Internet Backup,switch.taylor_s505d_owners_bathroom_sink_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505D - Main Bathroom Light (Wireless) Paused,switch.taylor_s505d_main_bathroom_light_wireless_paused,switch,Main Bathroom
Taylor S505D - Main Bathroom Light (Wireless) Allow Internet Backup,switch.taylor_s505d_main_bathroom_light_wireless_allow_internet_backup,switch,Main Bathroom
Owner’s Bathroom Sink Lights Cloud connection,binary_sensor.owner_s_bathroom_sink_lights_cloud_connection,binary_sensor,Main Bathroom
Owner’s Bathroom Sink Lights Overheated,binary_sensor.owner_s_bathroom_sink_lights_overheated,binary_sensor,Main Bathroom
Owner’s Bathroom Sink Lights,light.owner_s_bathroom_sink_lights,light,Main Bathroom
Owner’s Bathroom Sink Lights Smooth on,number.owner_s_bathroom_sink_lights_smooth_on,number,Main Bathroom
Owner’s Bathroom Sink Lights Smooth off,number.owner_s_bathroom_sink_lights_smooth_off,number,Main Bathroom
Owner’s Bathroom Sink Lights Light preset,select.owner_s_bathroom_sink_lights_light_preset,select,Main Bathroom
Owner’s Bathroom Sink Lights Signal level,sensor.owner_s_bathroom_sink_lights_signal_level,sensor,Main Bathroom
Owner’s Bathroom Sink Lights Auto-update enabled,switch.owner_s_bathroom_sink_lights_auto_update_enabled,switch,Main Bathroom
Owner’s Bathroom Sink Lights LED,switch.owner_s_bathroom_sink_lights_led,switch,Main Bathroom
Owner’s Bathroom Fan Cloud connection,binary_sensor.owner_s_bathroom_fan_cloud_connection,binary_sensor,Main Bathroom
Owner’s Bathroom Fan Overheated,binary_sensor.owner_s_bathroom_fan_overheated,binary_sensor,Main Bathroom
Owner’s Bathroom Fan Turn off in,number.owner_s_bathroom_fan_turn_off_in,number,Main Bathroom
Owner’s Bathroom Fan Signal level,sensor.owner_s_bathroom_fan_signal_level,sensor,Main Bathroom
Owner’s Bathroom Fan Auto-off at,sensor.owner_s_bathroom_fan_auto_off_at,sensor,Main Bathroom
Owner’s Bathroom Fan,switch.owner_s_bathroom_fan,switch,Main Bathroom
Owner’s Bathroom Fan Auto-off enabled,switch.owner_s_bathroom_fan_auto_off_enabled,switch,Main Bathroom
Owner’s Bathroom Fan Auto-update enabled,switch.owner_s_bathroom_fan_auto_update_enabled,switch,Main Bathroom
Owner’s Bathroom Fan LED,switch.owner_s_bathroom_fan_led,switch,Main Bathroom
Basement Bathroom Fan - Auto off,automation.basement_bathroom_fan_auto_off,automation,Main Bathroom
Owner’s Bathroom Sink Lights - Night Brightness,automation.bathroom_sink_lights_night_brightness,automation,Main Bathroom
Owner’s Bathroom Sink Lights - Day Brightness,automation.bathroom_sink_lights_day_brightness,automation,Main Bathroom
Owners Bathroom Shower Light - Night Light On,automation.owners_bathroom_shower_lights_night_light_on,automation,Main Bathroom
Owner’s Bathroom Shower Light - Night Light Off,automation.owners_bathroom_shower_light_night_light_on,automation,Main Bathroom
Owner’s Bathroom Sink Lights - Adaptive Brightness with Ramps,automation.owners_bathroom_sink_lights_adaptive_brightness_with_ramps,automation,Main Bathroom
Smart Bathroom Fan - Owner's Bathroom,automation.smart_bathroom_fan_owner_s_bathroom,automation,Main Bathroom
Basement Bathroom Fan Cloud connection,binary_sensor.basement_bathroom_fan_cloud_connection,binary_sensor,Main Bathroom
Basement Bathroom Fan Overheated,binary_sensor.basement_bathroom_fan_overheated,binary_sensor,Main Bathroom
Basement Bathroom Fan Turn off in,number.basement_bathroom_fan_turn_off_in,number,Main Bathroom
Basement Bathroom Fan Signal level,sensor.basement_bathroom_fan_signal_level,sensor,Main Bathroom
Basement Bathroom Fan Auto-off at,sensor.basement_bathroom_fan_auto_off_at,sensor,Main Bathroom
Basement Bathroom Fan,switch.basement_bathroom_fan,switch,Main Bathroom
Basement Bathroom Fan Auto-off enabled,switch.basement_bathroom_fan_auto_off_enabled,switch,Main Bathroom
Basement Bathroom Fan Auto-update enabled,switch.basement_bathroom_fan_auto_update_enabled,switch,Main Bathroom
Basement Bathroom Fan LED,switch.basement_bathroom_fan_led,switch,Main Bathroom
Basement Bathroom Light Cloud connection,binary_sensor.basement_bathroom_light_cloud_connection,binary_sensor,Main Bathroom
Basement Bathroom Light Overheated,binary_sensor.basement_bathroom_light_overheated,binary_sensor,Main Bathroom
Basement Bathroom,light.basement_bathroom_light,light,Main Bathroom
Basement Bathroom Light Smooth on,number.basement_bathroom_light_smooth_on,number,Main Bathroom
Basement Bathroom Light Smooth off,number.basement_bathroom_light_smooth_off,number,Main Bathroom
Basement Bathroom Light Light preset,select.basement_bathroom_light_light_preset,select,Main Bathroom
Basement Bathroom Light Signal level,sensor.basement_bathroom_light_signal_level,sensor,Main Bathroom
Basement Bathroom Light Auto-update enabled,switch.basement_bathroom_light_auto_update_enabled,switch,Main Bathroom
Basement Bathroom Light LED,switch.basement_bathroom_light_led,switch,Main Bathroom
