Device Name,Entity ID,Domain,Area
Sun Next setting,sensor.sun_next_setting,sensor,Unassigned
Aqara Smart Lock U200 Battery,sensor.aqara_smart_lock_u200_battery,sensor,Unassigned
Aqara Smart Lock U200 Battery voltage,sensor.aqara_smart_lock_u200_voltage,sensor,Unassigned
Motion - Rec Room Illuminance,sensor.motion_rec_room_illuminance,sensor,Rec Room
Motion - Rec Room Battery,sensor.motion_rec_room_battery,sensor,Rec Room
Motion - Rec Room Battery voltage,sensor.motion_rec_room_voltage,sensor,Rec Room
Motion - Rec Room Battery type,sensor.motion_rec_room_battery_type,sensor,Rec Room
Motion - Main Bathroom Illuminance,sensor.motion_main_bathroom_illuminance,sensor,Main Bathroom
Motion - Main Bathroom Battery,sensor.motion_main_bathroom_battery,sensor,Main Bathroom
Motion - Main Bathroom Battery voltage,sensor.motion_main_bathroom_voltage,sensor,Main Bathroom
Motion - Main Bathroom Battery type,sensor.motion_main_bathroom_battery_type,sensor,Main Bathroom
Contact - Office Door Battery,sensor.contact_office_door_battery,sensor,Office
Contact - Office Door Battery voltage,sensor.contact_office_door_voltage,sensor,Office
Contact - Office Door Battery type,sensor.contact_office_door_battery_type,sensor,Office
Kitchen Light Power,sensor.kitchen_light_power,sensor,Kitchen
Great Room Light Power,sensor.great_room_light_power,sensor,Unassigned
Rec Room Lights Power,sensor.rec_room_lights_power,sensor,Rec Room
Kitchen Sink Light Power,sensor.kitchen_sink_light_power,sensor,Kitchen
Front Porch Light Power,sensor.front_porch_light_power,sensor,Unassigned
Owner's Bedroom Light Power,sensor.owner_s_bedroom_light_power,sensor,Owner's Bedroom
Office Light Power,sensor.office_light_power,sensor,Office
Genevieve's Light Power,sensor.genevieve_s_light_power,sensor,Genevieve's Room
Ulrich Light Power,sensor.ulrich_light_power,sensor,Ulrich's Room
Hallway Light Power,sensor.hallway_light_power,sensor,Hallway
Main Bathroom Light Power,sensor.main_bathroom_light_power,sensor,Main Bathroom
UC1 Power,sensor.uc1_power,sensor,Unassigned
UC2 Power,sensor.uc2_power,sensor,Unassigned
UC3 Power,sensor.uc3_power,sensor,Unassigned
UC4 Power,sensor.uc4_power,sensor,Unassigned
UC5 Power,sensor.uc5_power,sensor,Unassigned
UC6 Power,sensor.uc6_power,sensor,Unassigned
Owner's Bathroom Sink Lights Power,sensor.owner_s_bathroom_sink_lights_power,sensor,Main Bathroom
Owner's Bathroom Fan Power,sensor.owner_s_bathroom_fan_power,sensor,Main Bathroom
Basement Bathroom Fan Power,sensor.basement_bathroom_fan_power,sensor,Main Bathroom
Storage Light Power,sensor.storage_light_power,sensor,Storage
Garage Coach Lights Power,sensor.garage_coach_lights_power,sensor,Garage
Deck Outer Lights Power,sensor.deck_outer_lights_power,sensor,Deck
Weather Forecast Today High,sensor.weather_forecast_today_high,sensor,Rec Room
Climate System Status,sensor.climate_system_status,sensor,Unassigned
Entity Export Data,sensor.entity_export_data,sensor,Unassigned
Upstairs Internet Status,sensor.upstairs_internet_status,sensor,Unassigned
Upstairs Next Schedule Change,sensor.upstairs_next_schedule_change,sensor,Unassigned
Downstairs Internet Status,sensor.downstairs_internet_status,sensor,Unassigned
Downstairs Next Schedule Change,sensor.downstairs_next_schedule_change,sensor,Unassigned
Genevieve Internet Status,sensor.genevieve_internet_status,sensor,Genevieve's Room
Genevieve Task Status,sensor.genevieve_task_status,sensor,Genevieve's Room
Ulrich Internet Status,sensor.ulrich_internet_status,sensor,Ulrich's Room
Ulrich Task Status,sensor.ulrich_task_status,sensor,Ulrich's Room
Bubble Card Modules,sensor.bubble_card_modules,sensor,Unassigned
iPad (2) Connection Type,sensor.ipad_2_connection_type,sensor,Unassigned
iPad (2) Battery State,sensor.ipad_2_battery_state,sensor,Unassigned
iPad (2) Storage,sensor.ipad_2_storage,sensor,Storage
iPad (2) Geocoded Location,sensor.ipad_2_geocoded_location,sensor,Unassigned
iPad (2) SIM 1,sensor.ipad_2_sim_1,sensor,Unassigned
iPad (2) SSID,sensor.ipad_2_ssid,sensor,Unassigned
iPad (2) BSSID,sensor.ipad_2_bssid,sensor,Unassigned
iPad (2) Battery Level,sensor.ipad_2_battery_level,sensor,Unassigned
iPad (2) Last Update Trigger,sensor.ipad_2_last_update_trigger,sensor,Unassigned
iPad (2) Location permission,sensor.ipad_2_location_permission,sensor,Unassigned
iPad (2) App Version,sensor.ipad_2_app_version,sensor,Unassigned
iPad (2) Audio Output,sensor.ipad_2_audio_output,sensor,Unassigned
iPhone Battery Level,sensor.iphone_battery_level,sensor,Unassigned
iPhone SIM 2,sensor.iphone_sim_2,sensor,Unassigned
iPhone SIM 1,sensor.iphone_sim_1,sensor,Unassigned
iPhone Geocoded Location,sensor.iphone_geocoded_location,sensor,Unassigned
iPhone Last Update Trigger,sensor.iphone_last_update_trigger,sensor,Unassigned
iPhone App Version,sensor.iphone_app_version,sensor,Unassigned
iPhone Location permission,sensor.iphone_location_permission,sensor,Unassigned
iPhone Audio Output,sensor.iphone_audio_output,sensor,Unassigned
iPhone Battery State,sensor.iphone_battery_state,sensor,Unassigned
iPhone SSID,sensor.iphone_ssid,sensor,Unassigned
iPhone Connection Type,sensor.iphone_connection_type,sensor,Unassigned
iPhone Storage,sensor.iphone_storage,sensor,Storage
iPhone BSSID,sensor.iphone_bssid,sensor,Unassigned
iPhone Watch Battery State,sensor.iphone_watch_battery_state,sensor,Unassigned
iPhone Watch Battery Level,sensor.iphone_watch_battery_level,sensor,Unassigned
Nikki Iphone Activity,sensor.nikki_iphone_activity,sensor,Unassigned
Nikki Iphone Battery Level,sensor.nikki_iphone_battery_level,sensor,Unassigned
Nikki Iphone Battery State,sensor.nikki_iphone_battery_state,sensor,Unassigned
Nikki Iphone SSID,sensor.nikki_iphone_ssid,sensor,Unassigned
Nikki Iphone Storage,sensor.nikki_iphone_storage,sensor,Storage
Nikki Iphone Connection Type,sensor.nikki_iphone_connection_type,sensor,Unassigned
Nikki Iphone BSSID,sensor.nikki_iphone_bssid,sensor,Unassigned
Nikki Iphone SIM 1,sensor.nikki_iphone_sim_1,sensor,Unassigned
Nikki Iphone SIM 2,sensor.nikki_iphone_sim_2,sensor,Unassigned
Nikki Iphone Geocoded Location,sensor.nikki_iphone_geocoded_location,sensor,Unassigned
Nikki Iphone Last Update Trigger,sensor.nikki_iphone_last_update_trigger,sensor,Unassigned
Nikki Iphone App Version,sensor.nikki_iphone_app_version,sensor,Unassigned
Nikki Iphone Location permission,sensor.nikki_iphone_location_permission,sensor,Unassigned
Nikki Iphone Audio Output,sensor.nikki_iphone_audio_output,sensor,Unassigned
Nikki Iphone Distance,sensor.nikki_iphone_distance,sensor,Unassigned
Nikki Iphone Floors Ascended,sensor.nikki_iphone_floors_ascended,sensor,Unassigned
Nikki Iphone Floors Descended,sensor.nikki_iphone_floors_descended,sensor,Unassigned
Nikki Iphone Steps,sensor.nikki_iphone_steps,sensor,Unassigned
Nikki Iphone Average Active Pace,sensor.nikki_iphone_average_active_pace,sensor,Unassigned
Front Door Meter,sensor.meter_pro_21_temperature,sensor,Unassigned
Front Door Meter,sensor.meter_pro_21_humidity,sensor,Unassigned
Front Door Meter Battery,sensor.meter_pro_21_battery,sensor,Unassigned
Outdoor Sensor,sensor.outdoor_sensor_temperature,sensor,Unassigned
Outdoor Sensor,sensor.outdoor_sensor_humidity,sensor,Unassigned
Outdoor Sensor Battery,sensor.outdoor_sensor_battery,sensor,Unassigned
Owner’s Bathroom Sensor,sensor.owner_s_bathroom_sensor_temperature,sensor,Main Bathroom
Owner’s Bathroom Sensor,sensor.owner_s_bathroom_sensor_humidity,sensor,Main Bathroom
Owner’s Bathroom Sensor Battery,sensor.owner_s_bathroom_sensor_battery,sensor,Main Bathroom
Foyer Light Battery,sensor.foyer_light_battery,sensor,Foyer
eero External IP,sensor.eero_external_ip,sensor,Unassigned
eero Uptime,sensor.eero_uptime,sensor,Unassigned
eero WAN status,sensor.eero_wan_status,sensor,Unassigned
Office Fan temperature,sensor.office_fan_temperature,sensor,Office
Steve’s Fan temperature,sensor.steves_fan_temperature,sensor,Unassigned
Genevieve’s Fan temperature,sensor.genevieves_fan_temperature,sensor,Genevieve's Room
Office TV Active app,sensor.office_tv_active_app,sensor,Office
Office TV Active app ID,sensor.office_tv_active_app_id,sensor,Office
Weather Cloud ceiling,sensor.weather_cloud_ceiling,sensor,Unassigned
Weather Cloud cover,sensor.weather_cloud_cover,sensor,Unassigned
Weather RealFeel temperature,sensor.weather_realfeel_temperature,sensor,Unassigned
Weather,sensor.weather_humidity,sensor,Unassigned
Weather Precipitation,sensor.weather_precipitation,sensor,Rec Room
Weather Pressure tendency,sensor.weather_pressure_tendency,sensor,Unassigned
Weather,sensor.weather_temperature,sensor,Unassigned
Weather Wind speed,sensor.weather_wind_speed,sensor,Unassigned
Weather Air quality day 0,sensor.weather_air_quality_day_0,sensor,Unassigned
Weather Hours of sun day 0,sensor.weather_hours_of_sun_day_0,sensor,Unassigned
Weather Condition day 0,sensor.weather_condition_day_0,sensor,Unassigned
Weather Condition night 0,sensor.weather_condition_night_0,sensor,Unassigned
Weather RealFeel temperature max day 0,sensor.weather_realfeel_temperature_max_day_0,sensor,Unassigned
Weather RealFeel temperature min day 0,sensor.weather_realfeel_temperature_min_day_0,sensor,Unassigned
Weather Thunderstorm probability day 0,sensor.weather_thunderstorm_probability_day_0,sensor,Unassigned
Weather Thunderstorm probability night 0,sensor.weather_thunderstorm_probability_night_0,sensor,Unassigned
Weather UV index day 0,sensor.weather_uv_index_day_0,sensor,Unassigned
Weather Wind speed day 0,sensor.weather_wind_speed_day_0,sensor,Unassigned
Weather Wind speed night 0,sensor.weather_wind_speed_night_0,sensor,Unassigned
Weather Air quality day 1,sensor.weather_air_quality_day_1,sensor,Unassigned
Weather Hours of sun day 1,sensor.weather_hours_of_sun_day_1,sensor,Unassigned
Weather Condition day 1,sensor.weather_condition_day_1,sensor,Unassigned
Weather Condition night 1,sensor.weather_condition_night_1,sensor,Unassigned
Weather RealFeel temperature max day 1,sensor.weather_realfeel_temperature_max_day_1,sensor,Unassigned
Weather RealFeel temperature min day 1,sensor.weather_realfeel_temperature_min_day_1,sensor,Unassigned
Weather Thunderstorm probability day 1,sensor.weather_thunderstorm_probability_day_1,sensor,Unassigned
Weather Thunderstorm probability night 1,sensor.weather_thunderstorm_probability_night_1,sensor,Unassigned
Weather UV index day 1,sensor.weather_uv_index_day_1,sensor,Unassigned
Weather Wind speed day 1,sensor.weather_wind_speed_day_1,sensor,Unassigned
Weather Wind speed night 1,sensor.weather_wind_speed_night_1,sensor,Unassigned
Weather Air quality day 2,sensor.weather_air_quality_day_2,sensor,Unassigned
Weather Hours of sun day 2,sensor.weather_hours_of_sun_day_2,sensor,Unassigned
Weather Condition day 2,sensor.weather_condition_day_2,sensor,Unassigned
Weather Condition night 2,sensor.weather_condition_night_2,sensor,Unassigned
Weather RealFeel temperature max day 2,sensor.weather_realfeel_temperature_max_day_2,sensor,Unassigned
Weather RealFeel temperature min day 2,sensor.weather_realfeel_temperature_min_day_2,sensor,Unassigned
Weather Thunderstorm probability day 2,sensor.weather_thunderstorm_probability_day_2,sensor,Unassigned
Weather Thunderstorm probability night 2,sensor.weather_thunderstorm_probability_night_2,sensor,Unassigned
Weather UV index day 2,sensor.weather_uv_index_day_2,sensor,Unassigned
Weather Wind speed day 2,sensor.weather_wind_speed_day_2,sensor,Unassigned
Weather Wind speed night 2,sensor.weather_wind_speed_night_2,sensor,Unassigned
Weather Air quality day 3,sensor.weather_air_quality_day_3,sensor,Unassigned
Weather Hours of sun day 3,sensor.weather_hours_of_sun_day_3,sensor,Unassigned
Weather Condition day 3,sensor.weather_condition_day_3,sensor,Unassigned
Weather Condition night 3,sensor.weather_condition_night_3,sensor,Unassigned
Weather RealFeel temperature max day 3,sensor.weather_realfeel_temperature_max_day_3,sensor,Unassigned
Weather RealFeel temperature min day 3,sensor.weather_realfeel_temperature_min_day_3,sensor,Unassigned
Weather Thunderstorm probability day 3,sensor.weather_thunderstorm_probability_day_3,sensor,Unassigned
Weather Thunderstorm probability night 3,sensor.weather_thunderstorm_probability_night_3,sensor,Unassigned
Weather UV index day 3,sensor.weather_uv_index_day_3,sensor,Unassigned
Weather Wind speed day 3,sensor.weather_wind_speed_day_3,sensor,Unassigned
Weather Wind speed night 3,sensor.weather_wind_speed_night_3,sensor,Unassigned
Weather Air quality day 4,sensor.weather_air_quality_day_4,sensor,Unassigned
Weather Hours of sun day 4,sensor.weather_hours_of_sun_day_4,sensor,Unassigned
Weather Condition day 4,sensor.weather_condition_day_4,sensor,Unassigned
Weather Condition night 4,sensor.weather_condition_night_4,sensor,Unassigned
Weather RealFeel temperature max day 4,sensor.weather_realfeel_temperature_max_day_4,sensor,Unassigned
Weather RealFeel temperature min day 4,sensor.weather_realfeel_temperature_min_day_4,sensor,Unassigned
Weather Thunderstorm probability day 4,sensor.weather_thunderstorm_probability_day_4,sensor,Unassigned
Weather Thunderstorm probability night 4,sensor.weather_thunderstorm_probability_night_4,sensor,Unassigned
Weather UV index day 4,sensor.weather_uv_index_day_4,sensor,Unassigned
Weather Wind speed day 4,sensor.weather_wind_speed_day_4,sensor,Unassigned
Weather Wind speed night 4,sensor.weather_wind_speed_night_4,sensor,Unassigned
Ring - Downstairs Sofa Battery,sensor.ring_downstairs_sofa_battery,sensor,Unassigned
Ring - Backyard Battery,sensor.ring_backyard_battery,sensor,Unassigned
Ring - Office Battery,sensor.ring_office_battery,sensor,Office
Ring - Foyer Battery,sensor.ring_foyer_battery,sensor,Foyer
Ring - Front Battery,sensor.ring_front_battery,sensor,Unassigned
Ring - Downstairs Doors PTZ Battery,sensor.ring_downstairs_doors_ptz_battery,sensor,Unassigned
Ring - Upstairs Battery,sensor.ring_upstairs_battery,sensor,Unassigned
Ring - Garage Battery,sensor.ring_garage_battery,sensor,Garage
Ring - Doorbell Battery,sensor.ring_doorbell_battery,sensor,Unassigned
Ring - Downstairs Sofa Last activity,sensor.ring_downstairs_sofa_last_activity,sensor,Unassigned
Ring - Backyard Last activity,sensor.ring_backyard_last_activity,sensor,Unassigned
Ring - Office Last activity,sensor.ring_office_last_activity,sensor,Office
Ring - Foyer Last activity,sensor.ring_foyer_last_activity,sensor,Foyer
Ring - Front Last activity,sensor.ring_front_last_activity,sensor,Unassigned
Ring - Downstairs Doors PTZ Last activity,sensor.ring_downstairs_doors_ptz_last_activity,sensor,Unassigned
Ring - Upstairs Last activity,sensor.ring_upstairs_last_activity,sensor,Unassigned
Ring - Garage Last activity,sensor.ring_garage_last_activity,sensor,Garage
Ring - Doorbell Last activity,sensor.ring_doorbell_last_activity,sensor,Unassigned
Ring - Downstairs Chime Wi-Fi signal category,sensor.ring_downstairs_chime_wi_fi_signal_category_2,sensor,Unassigned
Ring - Upstairs Chime Wi-Fi signal category,sensor.ring_upstairs_chime_wi_fi_signal_category_2,sensor,Unassigned
Ring - Downstairs Chime Signal strength,sensor.ring_downstairs_chime_signal_strength_2,sensor,Unassigned
Ring - Upstairs Chime Signal strength,sensor.ring_upstairs_chime_signal_strength_2,sensor,Unassigned
Main Bathroom Light Signal level,sensor.main_bathroom_light_signal_level,sensor,Main Bathroom
Garage Coach Lights Signal level,sensor.garage_coach_lights_signal_level,sensor,Garage
Basement Steps Signal strength,sensor.basement_steps_signal_strength,sensor,Basement
Basement Steps On since,sensor.basement_steps_on_since,sensor,Basement
Laundry Light Signal level,sensor.laundry_light_signal_level,sensor,Laundry Room
Laundry Light Auto-off at,sensor.laundry_light_auto_off_at,sensor,Laundry Room
Deck Middle Light Signal level,sensor.deck_middle_light_signal_level,sensor,Deck
Owner’s Bedroom Light Signal level,sensor.owner_s_bedroom_light_signal_level,sensor,Owner's Bedroom
Owner's Bathroom Shower Light Signal level,sensor.owners_bathroom_shower_light_signal_level,sensor,Main Bathroom
Storage Light Signal level,sensor.storage_light_signal_level,sensor,Storage
Storage Light Auto-off at,sensor.storage_light_auto_off_at,sensor,Storage
Deck Outer Lights Signal level,sensor.deck_outer_lights_signal_level,sensor,Deck
Roborock Vacuum Main brush time left,sensor.roborock_vacuum_main_brush_time_left,sensor,Unassigned
Roborock Vacuum Side brush time left,sensor.roborock_vacuum_side_brush_time_left,sensor,Unassigned
Roborock Vacuum Filter time left,sensor.roborock_vacuum_filter_time_left,sensor,Unassigned
Roborock Vacuum Sensor time left,sensor.roborock_vacuum_sensor_time_left,sensor,Unassigned
Roborock Vacuum Cleaning time,sensor.roborock_vacuum_cleaning_time,sensor,Unassigned
Roborock Vacuum Total cleaning time,sensor.roborock_vacuum_total_cleaning_time,sensor,Unassigned
Roborock Vacuum Total cleaning count,sensor.roborock_vacuum_total_cleaning_count,sensor,Unassigned
Roborock Vacuum Status,sensor.roborock_vacuum_status,sensor,Unassigned
Roborock Vacuum Cleaning area,sensor.roborock_vacuum_cleaning_area,sensor,Unassigned
Roborock Vacuum Total cleaning area,sensor.roborock_vacuum_total_cleaning_area,sensor,Unassigned
Roborock Vacuum Vacuum error,sensor.roborock_vacuum_vacuum_error,sensor,Unassigned
Roborock Vacuum Battery,sensor.roborock_vacuum_battery,sensor,Unassigned
Roborock Vacuum Last clean begin,sensor.roborock_vacuum_last_clean_begin,sensor,Unassigned
Roborock Vacuum Last clean end,sensor.roborock_vacuum_last_clean_end,sensor,Unassigned
Roborock Vacuum Cleaning progress,sensor.roborock_vacuum_cleaning_progress,sensor,Unassigned
Roborock Dock Dock error,sensor.roborock_dock_dock_error,sensor,Unassigned
Roborock Dock Mop drying remaining time,sensor.roborock_dock_mop_drying_remaining_time,sensor,Unassigned
Roborock Vacuum Current room,sensor.roborock_vacuum_current_room,sensor,Unassigned
Taylor Ad Blocking Status,sensor.taylor_ad_blocking_status,sensor,Unassigned
Taylor Connected Clients,sensor.taylor_connected_clients,sensor,Unassigned
Taylor Connected Guest Clients,sensor.taylor_connected_guest_clients,sensor,Unassigned
Taylor Gateway IP,sensor.taylor_gateway_ip,sensor,Unassigned
Taylor Public IP,sensor.taylor_public_ip,sensor,Unassigned
Taylor Download Speed,sensor.taylor_download_speed,sensor,Unassigned
Taylor Upload Speed,sensor.taylor_upload_speed,sensor,Unassigned
Taylor Status,sensor.taylor_status,sensor,Unassigned
Taylor WAN Router IP,sensor.taylor_wan_router_ip,sensor,Unassigned
Taylor Basement Connected Clients,sensor.taylor_basement_connected_clients,sensor,Basement
Taylor Basement Status,sensor.taylor_basement_status,sensor,Basement
Taylor Back Hallway Connected Clients,sensor.taylor_back_hallway_connected_clients,sensor,Hallway
Taylor Back Hallway Status,sensor.taylor_back_hallway_status,sensor,Hallway
Taylor Foyer Connected Clients,sensor.taylor_foyer_connected_clients,sensor,Foyer
Taylor Foyer Status,sensor.taylor_foyer_status,sensor,Foyer
Taylor Locked Down Connected Clients,sensor.taylor_locked_down_connected_clients,sensor,Unassigned
Taylor Locked Down Last Active,sensor.taylor_locked_down_last_active,sensor,Unassigned
Taylor Steve Connected Clients,sensor.taylor_steve_connected_clients,sensor,Unassigned
Taylor Steve Last Active,sensor.taylor_steve_last_active,sensor,Unassigned
Taylor Office Connected Clients,sensor.taylor_office_connected_clients,sensor,Office
Taylor Office Last Active,sensor.taylor_office_last_active,sensor,Office
Taylor Nikki Connected Clients,sensor.taylor_nikki_connected_clients,sensor,Unassigned
Taylor Nikki Last Active,sensor.taylor_nikki_last_active,sensor,Unassigned
Taylor Smart Home Connected Clients,sensor.taylor_smart_home_connected_clients,sensor,Unassigned
Taylor Smart Home Last Active,sensor.taylor_smart_home_last_active,sensor,Unassigned
Taylor Ulrich Connected Clients,sensor.taylor_ulrich_connected_clients,sensor,Ulrich's Room
Taylor Ulrich Last Active,sensor.taylor_ulrich_last_active,sensor,Ulrich's Room
Taylor Genevieve Connected Clients,sensor.taylor_genevieve_connected_clients,sensor,Genevieve's Room
Taylor Genevieve Last Active,sensor.taylor_genevieve_last_active,sensor,Genevieve's Room
Taylor Ex - Upstairs Connected Clients,sensor.taylor_ex_upstairs_connected_clients,sensor,Unassigned
Taylor Ex - Upstairs Last Active,sensor.taylor_ex_upstairs_last_active,sensor,Unassigned
Taylor Ex - Downstairs Connected Clients,sensor.taylor_ex_downstairs_connected_clients,sensor,Unassigned
Taylor Ex - Downstairs Last Active,sensor.taylor_ex_downstairs_last_active,sensor,Unassigned
Taylor iPad - Steve IP Address,sensor.taylor_ipad_steve_ip_address,sensor,Unassigned
Taylor iPad - Steve Last Active,sensor.taylor_ipad_steve_last_active,sensor,Unassigned
Taylor iPad - Steve Signal Strength,sensor.taylor_ipad_steve_signal_strength,sensor,Unassigned
Taylor iPad - Steve Download Rate,sensor.taylor_ipad_steve_download_rate,sensor,Unassigned
Taylor iPad - Steve Upload Rate,sensor.taylor_ipad_steve_upload_rate,sensor,Unassigned
Taylor Steves-Air (Wireless) IP Address,sensor.taylor_steves_air_wireless_ip_address,sensor,Unassigned
Taylor Steves-Air (Wireless) Last Active,sensor.taylor_steves_air_wireless_last_active,sensor,Unassigned
Taylor Steves-Air (Wireless) Signal Strength,sensor.taylor_steves_air_wireless_signal_strength,sensor,Unassigned
Taylor Steves-Air (Wireless) Download Rate,sensor.taylor_steves_air_wireless_download_rate,sensor,Unassigned
Taylor Steves-Air (Wireless) Upload Rate,sensor.taylor_steves_air_wireless_upload_rate,sensor,Unassigned
Taylor S505 - Basement Storage (Wireless) IP Address,sensor.taylor_s505_basement_storage_wireless_ip_address,sensor,Basement
Taylor S505 - Basement Storage (Wireless) Last Active,sensor.taylor_s505_basement_storage_wireless_last_active,sensor,Basement
Taylor S505 - Basement Storage (Wireless) Signal Strength,sensor.taylor_s505_basement_storage_wireless_signal_strength,sensor,Basement
Taylor S505 - Basement Storage (Wireless) Download Rate,sensor.taylor_s505_basement_storage_wireless_download_rate,sensor,Basement
Taylor S505 - Basement Storage (Wireless) Upload Rate,sensor.taylor_s505_basement_storage_wireless_upload_rate,sensor,Basement
Taylor Office TV Lights (Wireless) IP Address,sensor.taylor_office_tv_lights_wireless_ip_address,sensor,Office
Taylor Office TV Lights (Wireless) Last Active,sensor.taylor_office_tv_lights_wireless_last_active,sensor,Office
Taylor Office TV Lights (Wireless) Signal Strength,sensor.taylor_office_tv_lights_wireless_signal_strength,sensor,Office
Taylor Office TV Lights (Wireless) Download Rate,sensor.taylor_office_tv_lights_wireless_download_rate,sensor,Office
Taylor Office TV Lights (Wireless) Upload Rate,sensor.taylor_office_tv_lights_wireless_upload_rate,sensor,Office
Taylor iPhone - Genevieve (Wireless) IP Address,sensor.taylor_iphone_genevieve_wireless_ip_address,sensor,Genevieve's Room
Taylor iPhone - Genevieve (Wireless) Last Active,sensor.taylor_iphone_genevieve_wireless_last_active,sensor,Genevieve's Room
Taylor iPhone - Genevieve (Wireless) Signal Strength,sensor.taylor_iphone_genevieve_wireless_signal_strength,sensor,Genevieve's Room
Taylor iPhone - Genevieve (Wireless) Download Rate,sensor.taylor_iphone_genevieve_wireless_download_rate,sensor,Genevieve's Room
Taylor iPhone - Genevieve (Wireless) Upload Rate,sensor.taylor_iphone_genevieve_wireless_upload_rate,sensor,Genevieve's Room
Taylor Ring-649a637B2EF5 (Wireless) IP Address,sensor.taylor_ring_649a637b2ef5_wireless_ip_address,sensor,Unassigned
Taylor Ring-649a637B2EF5 (Wireless) Last Active,sensor.taylor_ring_649a637b2ef5_wireless_last_active,sensor,Unassigned
Taylor Ring-649a637B2EF5 (Wireless) Signal Strength,sensor.taylor_ring_649a637b2ef5_wireless_signal_strength,sensor,Unassigned
Taylor Ring-649a637B2EF5 (Wireless) Download Rate,sensor.taylor_ring_649a637b2ef5_wireless_download_rate,sensor,Unassigned
Taylor Ring-649a637B2EF5 (Wireless) Upload Rate,sensor.taylor_ring_649a637b2ef5_wireless_upload_rate,sensor,Unassigned
Taylor HomePod - Kitchen (Wireless) IP Address,sensor.taylor_homepod_kitchen_wireless_ip_address,sensor,Kitchen
Taylor HomePod - Kitchen (Wireless) Last Active,sensor.taylor_homepod_kitchen_wireless_last_active,sensor,Kitchen
Taylor HomePod - Kitchen (Wireless) Signal Strength,sensor.taylor_homepod_kitchen_wireless_signal_strength,sensor,Kitchen
Taylor HomePod - Kitchen (Wireless) Download Rate,sensor.taylor_homepod_kitchen_wireless_download_rate,sensor,Kitchen
Taylor HomePod - Kitchen (Wireless) Upload Rate,sensor.taylor_homepod_kitchen_wireless_upload_rate,sensor,Kitchen
Taylor GE_Light_E32D (Wireless) IP Address,sensor.taylor_ge_light_e32d_wireless_ip_address,sensor,Unassigned
Taylor GE_Light_E32D (Wireless) Last Active,sensor.taylor_ge_light_e32d_wireless_last_active,sensor,Unassigned
Taylor GE_Light_E32D (Wireless) Signal Strength,sensor.taylor_ge_light_e32d_wireless_signal_strength,sensor,Unassigned
Taylor GE_Light_E32D (Wireless) Download Rate,sensor.taylor_ge_light_e32d_wireless_download_rate,sensor,Unassigned
Taylor GE_Light_E32D (Wireless) Upload Rate,sensor.taylor_ge_light_e32d_wireless_upload_rate,sensor,Unassigned
Taylor Ring-649a636870AB (Wireless) IP Address,sensor.taylor_ring_649a636870ab_wireless_ip_address,sensor,Unassigned
Taylor Ring-649a636870AB (Wireless) Last Active,sensor.taylor_ring_649a636870ab_wireless_last_active,sensor,Unassigned
Taylor Ring-649a636870AB (Wireless) Signal Strength,sensor.taylor_ring_649a636870ab_wireless_signal_strength,sensor,Unassigned
