Device Name,Entity ID,Domain,Area
Taylor Nikki Chat and Messaging Content Filter,switch.taylor_nikki_chat_and_messaging_content_filter,switch,Unassigned
Taylor Nikki Adult Content Filter,switch.taylor_nikki_adult_content_filter,switch,Unassigned
Taylor Nikki Shopping Content Filter,switch.taylor_nikki_shopping_content_filter,switch,Unassigned
Taylor Nikki Social Media Content Filter,switch.taylor_nikki_social_media_content_filter,switch,Unassigned
Taylor Nikki Streaming Content Filter,switch.taylor_nikki_streaming_content_filter,switch,Unassigned
Taylor Nikki Violent Content Filter,switch.taylor_nikki_violent_content_filter,switch,Unassigned
Taylor Nikki Paused,switch.taylor_nikki_paused,switch,Unassigned
Taylor Nikki SafeSearch Content Filter,switch.taylor_nikki_safesearch_content_filter,switch,Unassigned
Taylor Nikki YouTube Restricted Content Filter,switch.taylor_nikki_youtube_restricted_content_filter,switch,Unassigned
Taylor Smart Home Ad Blocking,switch.taylor_smart_home_ad_blocking,switch,Unassigned
Taylor Smart Home Gaming Content Filter,switch.taylor_smart_home_gaming_content_filter,switch,Unassigned
Taylor Smart Home Illegal or Criminal Content Filter,switch.taylor_smart_home_illegal_or_criminal_content_filter,switch,Unassigned
Taylor Smart Home Chat and Messaging Content Filter,switch.taylor_smart_home_chat_and_messaging_content_filter,switch,Unassigned
Taylor Smart Home Adult Content Filter,switch.taylor_smart_home_adult_content_filter,switch,Unassigned
Taylor Smart Home Shopping Content Filter,switch.taylor_smart_home_shopping_content_filter,switch,Unassigned
Taylor Smart Home Social Media Content Filter,switch.taylor_smart_home_social_media_content_filter,switch,Unassigned
Taylor Smart Home Streaming Content Filter,switch.taylor_smart_home_streaming_content_filter,switch,Unassigned
Taylor Smart Home Violent Content Filter,switch.taylor_smart_home_violent_content_filter,switch,Unassigned
Taylor Smart Home Paused,switch.taylor_smart_home_paused,switch,Unassigned
Taylor Smart Home SafeSearch Content Filter,switch.taylor_smart_home_safesearch_content_filter,switch,Unassigned
Taylor Smart Home YouTube Restricted Content Filter,switch.taylor_smart_home_youtube_restricted_content_filter,switch,Unassigned
Taylor Ulrich Ad Blocking,switch.taylor_ulrich_ad_blocking,switch,Ulrich's Room
Taylor Ulrich Gaming Content Filter,switch.taylor_ulrich_gaming_content_filter,switch,Ulrich's Room
Taylor Ulrich Illegal or Criminal Content Filter,switch.taylor_ulrich_illegal_or_criminal_content_filter,switch,Ulrich's Room
Taylor Ulrich Chat and Messaging Content Filter,switch.taylor_ulrich_chat_and_messaging_content_filter,switch,Ulrich's Room
Taylor Ulrich Adult Content Filter,switch.taylor_ulrich_adult_content_filter,switch,Ulrich's Room
Taylor Ulrich Shopping Content Filter,switch.taylor_ulrich_shopping_content_filter,switch,Ulrich's Room
Taylor Ulrich Social Media Content Filter,switch.taylor_ulrich_social_media_content_filter,switch,Ulrich's Room
Taylor Ulrich Streaming Content Filter,switch.taylor_ulrich_streaming_content_filter,switch,Ulrich's Room
Taylor Ulrich Violent Content Filter,switch.taylor_ulrich_violent_content_filter,switch,Ulrich's Room
Taylor Ulrich Paused,switch.taylor_ulrich_paused,switch,Ulrich's Room
Taylor Ulrich SafeSearch Content Filter,switch.taylor_ulrich_safesearch_content_filter,switch,Ulrich's Room
Taylor Ulrich YouTube Restricted Content Filter,switch.taylor_ulrich_youtube_restricted_content_filter,switch,Ulrich's Room
Taylor Genevieve Ad Blocking,switch.taylor_genevieve_ad_blocking,switch,Genevieve's Room
Taylor Genevieve Gaming Content Filter,switch.taylor_genevieve_gaming_content_filter,switch,Genevieve's Room
Taylor Genevieve Illegal or Criminal Content Filter,switch.taylor_genevieve_illegal_or_criminal_content_filter,switch,Genevieve's Room
Taylor Genevieve Chat and Messaging Content Filter,switch.taylor_genevieve_chat_and_messaging_content_filter,switch,Genevieve's Room
Taylor Genevieve Adult Content Filter,switch.taylor_genevieve_adult_content_filter,switch,Genevieve's Room
Taylor Genevieve Shopping Content Filter,switch.taylor_genevieve_shopping_content_filter,switch,Genevieve's Room
Taylor Genevieve Social Media Content Filter,switch.taylor_genevieve_social_media_content_filter,switch,Genevieve's Room
Taylor Genevieve Streaming Content Filter,switch.taylor_genevieve_streaming_content_filter,switch,Genevieve's Room
Taylor Genevieve Violent Content Filter,switch.taylor_genevieve_violent_content_filter,switch,Genevieve's Room
Taylor Genevieve Paused,switch.taylor_genevieve_paused,switch,Genevieve's Room
Taylor Genevieve SafeSearch Content Filter,switch.taylor_genevieve_safesearch_content_filter,switch,Genevieve's Room
Taylor Genevieve YouTube Restricted Content Filter,switch.taylor_genevieve_youtube_restricted_content_filter,switch,Genevieve's Room
Taylor Ex - Upstairs Ad Blocking,switch.taylor_ex_upstairs_ad_blocking,switch,Unassigned
Taylor Ex - Upstairs Gaming Content Filter,switch.taylor_ex_upstairs_gaming_content_filter,switch,Unassigned
Taylor Ex - Upstairs Illegal or Criminal Content Filter,switch.taylor_ex_upstairs_illegal_or_criminal_content_filter,switch,Unassigned
Taylor Ex - Upstairs Chat and Messaging Content Filter,switch.taylor_ex_upstairs_chat_and_messaging_content_filter,switch,Unassigned
Taylor Ex - Upstairs Adult Content Filter,switch.taylor_ex_upstairs_adult_content_filter,switch,Unassigned
Taylor Ex - Upstairs Shopping Content Filter,switch.taylor_ex_upstairs_shopping_content_filter,switch,Unassigned
Taylor Ex - Upstairs Social Media Content Filter,switch.taylor_ex_upstairs_social_media_content_filter,switch,Unassigned
Taylor Ex - Upstairs Streaming Content Filter,switch.taylor_ex_upstairs_streaming_content_filter,switch,Unassigned
Taylor Ex - Upstairs Violent Content Filter,switch.taylor_ex_upstairs_violent_content_filter,switch,Unassigned
Taylor Ex - Upstairs Paused,switch.taylor_ex_upstairs_paused,switch,Unassigned
Taylor Ex - Upstairs SafeSearch Content Filter,switch.taylor_ex_upstairs_safesearch_content_filter,switch,Unassigned
Taylor Ex - Upstairs YouTube Restricted Content Filter,switch.taylor_ex_upstairs_youtube_restricted_content_filter,switch,Unassigned
Taylor Ex - Downstairs Ad Blocking,switch.taylor_ex_downstairs_ad_blocking,switch,Unassigned
Taylor Ex - Downstairs Gaming Content Filter,switch.taylor_ex_downstairs_gaming_content_filter,switch,Unassigned
Taylor Ex - Downstairs Illegal or Criminal Content Filter,switch.taylor_ex_downstairs_illegal_or_criminal_content_filter,switch,Unassigned
Taylor Ex - Downstairs Chat and Messaging Content Filter,switch.taylor_ex_downstairs_chat_and_messaging_content_filter,switch,Unassigned
Taylor Ex - Downstairs Adult Content Filter,switch.taylor_ex_downstairs_adult_content_filter,switch,Unassigned
Taylor Ex - Downstairs Shopping Content Filter,switch.taylor_ex_downstairs_shopping_content_filter,switch,Unassigned
Taylor Ex - Downstairs Social Media Content Filter,switch.taylor_ex_downstairs_social_media_content_filter,switch,Unassigned
Taylor Ex - Downstairs Streaming Content Filter,switch.taylor_ex_downstairs_streaming_content_filter,switch,Unassigned
Taylor Ex - Downstairs Violent Content Filter,switch.taylor_ex_downstairs_violent_content_filter,switch,Unassigned
Taylor Ex - Downstairs Paused,switch.taylor_ex_downstairs_paused,switch,Unassigned
Taylor Ex - Downstairs SafeSearch Content Filter,switch.taylor_ex_downstairs_safesearch_content_filter,switch,Unassigned
Taylor Ex - Downstairs YouTube Restricted Content Filter,switch.taylor_ex_downstairs_youtube_restricted_content_filter,switch,Unassigned
Taylor iPad - Steve Paused,switch.taylor_ipad_steve_paused,switch,Unassigned
Taylor iPad - Steve Allow Internet Backup,switch.taylor_ipad_steve_allow_internet_backup,switch,Unassigned
Taylor Steves-Air (Wireless) Paused,switch.taylor_steves_air_wireless_paused,switch,Unassigned
Taylor Steves-Air (Wireless) Allow Internet Backup,switch.taylor_steves_air_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Basement Storage (Wireless) Paused,switch.taylor_s505_basement_storage_wireless_paused,switch,Basement
Taylor S505 - Basement Storage (Wireless) Allow Internet Backup,switch.taylor_s505_basement_storage_wireless_allow_internet_backup,switch,Basement
Taylor Office TV Lights (Wireless) Paused,switch.taylor_office_tv_lights_wireless_paused,switch,Office
Taylor Office TV Lights (Wireless) Allow Internet Backup,switch.taylor_office_tv_lights_wireless_allow_internet_backup,switch,Office
Taylor iPhone - Genevieve (Wireless) Paused,switch.taylor_iphone_genevieve_wireless_paused,switch,Genevieve's Room
Taylor iPhone - Genevieve (Wireless) Allow Internet Backup,switch.taylor_iphone_genevieve_wireless_allow_internet_backup,switch,Genevieve's Room
Taylor Ring-649a637B2EF5 (Wireless) Paused,switch.taylor_ring_649a637b2ef5_wireless_paused,switch,Unassigned
Taylor Ring-649a637B2EF5 (Wireless) Allow Internet Backup,switch.taylor_ring_649a637b2ef5_wireless_allow_internet_backup,switch,Unassigned
Taylor HomePod - Kitchen (Wireless) Paused,switch.taylor_homepod_kitchen_wireless_paused,switch,Kitchen
Taylor HomePod - Kitchen (Wireless) Allow Internet Backup,switch.taylor_homepod_kitchen_wireless_allow_internet_backup,switch,Kitchen
Taylor GE_Light_E32D (Wireless) Paused,switch.taylor_ge_light_e32d_wireless_paused,switch,Unassigned
Taylor GE_Light_E32D (Wireless) Allow Internet Backup,switch.taylor_ge_light_e32d_wireless_allow_internet_backup,switch,Unassigned
Taylor Ring-649a636870AB (Wireless) Paused,switch.taylor_ring_649a636870ab_wireless_paused,switch,Unassigned
Taylor Ring-649a636870AB (Wireless) Allow Internet Backup,switch.taylor_ring_649a636870ab_wireless_allow_internet_backup,switch,Unassigned
Taylor KS230 - Great Room Light Switch (Wireless) Paused,switch.taylor_ks230_great_room_light_switch_wireless_paused,switch,Unassigned
Taylor KS230 - Great Room Light Switch (Wireless) Allow Internet Backup,switch.taylor_ks230_great_room_light_switch_wireless_allow_internet_backup,switch,Unassigned
Taylor 5c:47:5e:8e:2d:00 (Wireless) Paused,switch.taylor_5c_47_5e_8e_2d_00_wireless_paused,switch,Unassigned
Taylor 5c:47:5e:8e:2d:00 (Wireless) Allow Internet Backup,switch.taylor_5c_47_5e_8e_2d_00_wireless_allow_internet_backup,switch,Unassigned
Taylor Sonos-38420B3CD790 (Wireless) Paused,switch.taylor_sonos_38420b3cd790_wireless_paused,switch,Unassigned
Taylor Sonos-38420B3CD790 (Wireless) Allow Internet Backup,switch.taylor_sonos_38420b3cd790_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Ulrich’s Closet Switch (Wireless) Paused,switch.taylor_s505_ulrichs_closet_switch_wireless_paused,switch,Ulrich's Room
Taylor S505 - Ulrich’s Closet Switch (Wireless) Allow Internet Backup,switch.taylor_s505_ulrichs_closet_switch_wireless_allow_internet_backup,switch,Ulrich's Room
Taylor lwip0 (Wireless) Paused,switch.taylor_lwip0_wireless_paused,switch,Unassigned
Taylor lwip0 (Wireless) Allow Internet Backup,switch.taylor_lwip0_wireless_allow_internet_backup,switch,Unassigned
Taylor HomePod - Basement Bathroom (Wireless) Paused,switch.taylor_homepod_basement_bathroom_wireless_paused,switch,Main Bathroom
Taylor HomePod - Basement Bathroom (Wireless) Allow Internet Backup,switch.taylor_homepod_basement_bathroom_wireless_allow_internet_backup,switch,Main Bathroom
Taylor S505D - Office Light (Wireless) Paused,switch.taylor_s505d_office_light_wireless_paused,switch,Office
Taylor S505D - Office Light (Wireless) Allow Internet Backup,switch.taylor_s505d_office_light_wireless_allow_internet_backup,switch,Office
Taylor iPhone 16 Pro Max - Steve (Wireless) Paused,switch.taylor_iphone_16_pro_max_steve_wireless_paused,switch,Unassigned
Taylor iPhone 16 Pro Max - Steve (Wireless) Allow Internet Backup,switch.taylor_iphone_16_pro_max_steve_wireless_allow_internet_backup,switch,Unassigned
Taylor S505D - Genevieve’s Light Switch (Wireless) Paused,switch.taylor_s505d_genevieves_light_switch_wireless_paused,switch,Genevieve's Room
Taylor S505D - Genevieve’s Light Switch (Wireless) Allow Internet Backup,switch.taylor_s505d_genevieves_light_switch_wireless_allow_internet_backup,switch,Genevieve's Room
Taylor Genie Garage Door Opener (Wireless) Paused,switch.taylor_genie_garage_door_opener_wireless_paused,switch,Garage
Taylor Genie Garage Door Opener (Wireless) Allow Internet Backup,switch.taylor_genie_garage_door_opener_wireless_allow_internet_backup,switch,Garage
Taylor KS230 - Hallway Light Switch (Wireless) Paused,switch.taylor_ks230_hallway_light_switch_wireless_paused,switch,Hallway
Taylor KS230 - Hallway Light Switch (Wireless) Allow Internet Backup,switch.taylor_ks230_hallway_light_switch_wireless_allow_internet_backup,switch,Hallway
Taylor S505D - Front Door Outside Light Switch (Wireless) Paused,switch.taylor_s505d_front_door_outside_light_switch_wireless_paused,switch,Front Door
Taylor S505D - Front Door Outside Light Switch (Wireless) Allow Internet Backup,switch.taylor_s505d_front_door_outside_light_switch_wireless_allow_internet_backup,switch,Front Door
Taylor Switchbot Hub (Wireless) Paused,switch.taylor_switchbot_hub_wireless_paused,switch,Unassigned
Taylor Switchbot Hub (Wireless) Allow Internet Backup,switch.taylor_switchbot_hub_wireless_allow_internet_backup,switch,Unassigned
Taylor 5c:47:5e:8e:0a:17 (Wireless) Paused,switch.taylor_5c_47_5e_8e_0a_17_wireless_paused,switch,Unassigned
Taylor 5c:47:5e:8e:0a:17 (Wireless) Allow Internet Backup,switch.taylor_5c_47_5e_8e_0a_17_wireless_allow_internet_backup,switch,Unassigned
Taylor S505D - Coach Light Switch (Wireless) Paused,switch.taylor_s505d_coach_light_switch_wireless_paused,switch,Unassigned
Taylor S505D - Coach Light Switch (Wireless) Allow Internet Backup,switch.taylor_s505d_coach_light_switch_wireless_allow_internet_backup,switch,Unassigned
Taylor S505D - Owner’s Bathroom Shower (Wireless) Paused,switch.taylor_s505d_owners_bathroom_shower_wireless_paused,switch,Main Bathroom
Taylor S505D - Owner’s Bathroom Shower (Wireless) Allow Internet Backup,switch.taylor_s505d_owners_bathroom_shower_wireless_allow_internet_backup,switch,Main Bathroom
Taylor Steves-Mac-Studio (Wireless) Paused,switch.taylor_steves_mac_studio_wireless_paused,switch,Unassigned
Taylor Steves-Mac-Studio (Wireless) Allow Internet Backup,switch.taylor_steves_mac_studio_wireless_allow_internet_backup,switch,Unassigned
Taylor Apple TV - Great Room (Wireless) Paused,switch.taylor_apple_tv_great_room_wireless_paused,switch,Unassigned
Taylor Apple TV - Great Room (Wireless) Allow Internet Backup,switch.taylor_apple_tv_great_room_wireless_allow_internet_backup,switch,Unassigned
Taylor Sonos Arc (Wireless) Paused,switch.taylor_sonos_arc_sonos_paused,switch,Unassigned
Taylor Sonos Arc (Wireless) Allow Internet Backup,switch.taylor_sonos_arc_sonos_allow_internet_backup,switch,Unassigned
Taylor 38:7c:76:ae:66:bb (Wired) Paused,switch.taylor_38_7c_76_ae_66_bb_wired_paused,switch,Unassigned
Taylor 38:7c:76:ae:66:bb (Wired) Allow Internet Backup,switch.taylor_38_7c_76_ae_66_bb_wired_allow_internet_backup,switch,Unassigned
Taylor GE_Light_07AB (Wireless) Paused,switch.taylor_ge_light_07ab_wireless_paused,switch,Unassigned
Taylor GE_Light_07AB (Wireless) Allow Internet Backup,switch.taylor_ge_light_07ab_wireless_allow_internet_backup,switch,Unassigned
Taylor Ring - Upstairs Cam (Wireless) Paused,switch.taylor_ring_upstairs_cam_wireless_paused,switch,Unassigned
Taylor Ring - Upstairs Cam (Wireless) Allow Internet Backup,switch.taylor_ring_upstairs_cam_wireless_allow_internet_backup,switch,Unassigned
Taylor Apple TV - Genevieve (Wireless) Paused,switch.taylor_apple_tv_genevieve_wireless_paused,switch,Genevieve's Room
Taylor Apple TV - Genevieve (Wireless) Allow Internet Backup,switch.taylor_apple_tv_genevieve_wireless_allow_internet_backup,switch,Genevieve's Room
Taylor S505 - Owner’s Closet Switch (Wireless) Paused,switch.taylor_s505_owners_closet_switch_wireless_paused,switch,Unassigned
Taylor S505 - Owner’s Closet Switch (Wireless) Allow Internet Backup,switch.taylor_s505_owners_closet_switch_wireless_allow_internet_backup,switch,Unassigned
Taylor iPhone (Wireless) Paused,switch.taylor_iphone_wireless_paused,switch,Unassigned
Taylor iPhone (Wireless) Allow Internet Backup,switch.taylor_iphone_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Laundry Light Switch (Wireless) Paused,switch.taylor_s505_laundry_light_switch_wireless_paused,switch,Laundry Room
Taylor S505 - Laundry Light Switch (Wireless) Allow Internet Backup,switch.taylor_s505_laundry_light_switch_wireless_allow_internet_backup,switch,Laundry Room
Taylor S505D - Basement Bathroom Light (Wireless) Paused,switch.taylor_s505d_basement_bathroom_light_wireless_paused,switch,Main Bathroom
Taylor S505D - Basement Bathroom Light (Wireless) Allow Internet Backup,switch.taylor_s505d_basement_bathroom_light_wireless_allow_internet_backup,switch,Main Bathroom
Taylor GE_Light_E407 (Wireless) Paused,switch.taylor_ge_light_e407_wireless_paused,switch,Unassigned
Taylor GE_Light_E407 (Wireless) Allow Internet Backup,switch.taylor_ge_light_e407_wireless_allow_internet_backup,switch,Unassigned
Taylor Office Floor Lamp Left (Wireless) Paused,switch.taylor_office_floor_lamp_left_wireless_paused,switch,Office
Taylor Office Floor Lamp Left (Wireless) Allow Internet Backup,switch.taylor_office_floor_lamp_left_wireless_allow_internet_backup,switch,Office
Taylor KS230 (Wireless) Paused,switch.taylor_ks230_wireless_paused,switch,Unassigned
Taylor KS230 (Wireless) Allow Internet Backup,switch.taylor_ks230_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Genevieve’s Closet (Wireless) Paused,switch.taylor_s505_genevieves_closet_wireless_paused,switch,Genevieve's Room
Taylor S505 - Genevieve’s Closet (Wireless) Allow Internet Backup,switch.taylor_s505_genevieves_closet_wireless_allow_internet_backup,switch,Genevieve's Room
Taylor Steve’s Bedroom Fan (Wireless) Paused,switch.taylor_steves_bedroom_fan_wireless_paused,switch,Owner's Bedroom
Taylor Steve’s Bedroom Fan (Wireless) Allow Internet Backup,switch.taylor_steves_bedroom_fan_wireless_allow_internet_backup,switch,Owner's Bedroom
Taylor S505D - Deck Light 1 (Wireless) Paused,switch.taylor_s505d_deck_light_1_wireless_paused,switch,Deck
Taylor S505D - Deck Light 1 (Wireless) Allow Internet Backup,switch.taylor_s505d_deck_light_1_wireless_allow_internet_backup,switch,Deck
Taylor Office Floor Lamp Right (Wireless) Paused,switch.taylor_office_floor_lamp_right_wireless_paused,switch,Office
Taylor Office Floor Lamp Right (Wireless) Allow Internet Backup,switch.taylor_office_floor_lamp_right_wireless_allow_internet_backup,switch,Office
Taylor Dehumidifier (Wireless) Paused,switch.taylor_dehumidifier_wireless_paused,switch,Unassigned
Taylor Dehumidifier (Wireless) Allow Internet Backup,switch.taylor_dehumidifier_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Garage Light Switch (Wireless) Paused,switch.taylor_s505_garage_light_switch_wireless_paused,switch,Garage
Taylor S505 - Garage Light Switch (Wireless) Allow Internet Backup,switch.taylor_s505_garage_light_switch_wireless_allow_internet_backup,switch,Garage
Taylor Dreo Office Fan (Wireless) Paused,switch.taylor_dreo_office_fan_wireless_paused,switch,Office
Taylor Dreo Office Fan (Wireless) Allow Internet Backup,switch.taylor_dreo_office_fan_wireless_allow_internet_backup,switch,Office
Taylor Ecobee Thermostat (Wireless) Paused,switch.taylor_ecobee_thermostat_wireless_paused,switch,Unassigned
Taylor Ecobee Thermostat (Wireless) Allow Internet Backup,switch.taylor_ecobee_thermostat_wireless_allow_internet_backup,switch,Unassigned
Taylor S505 - Owner’s Bathroom Fan (Wireless) Paused,switch.taylor_s505_owners_bathroom_fan_wireless_paused,switch,Main Bathroom
Taylor S505 - Owner’s Bathroom Fan (Wireless) Allow Internet Backup,switch.taylor_s505_owners_bathroom_fan_wireless_allow_internet_backup,switch,Main Bathroom
Taylor Anker (Wireless) Paused,switch.taylor_anker_wireless_paused,switch,Unassigned
Taylor Anker (Wireless) Allow Internet Backup,switch.taylor_anker_wireless_allow_internet_backup,switch,Unassigned
Taylor 38:7c:76:ae:33:be (Wired) Paused,switch.taylor_38_7c_76_ae_33_be_wired_paused,switch,Unassigned
Taylor 38:7c:76:ae:33:be (Wired) Allow Internet Backup,switch.taylor_38_7c_76_ae_33_be_wired_allow_internet_backup,switch,Unassigned
Taylor GE_Light_D9E1 (Wireless) Paused,switch.taylor_ge_light_d9e1_wireless_paused,switch,Unassigned
